token,category_id,category
waster,10,sanctity.vice
untouchable,10,sanctity.vice
addicted,10,sanctity.vice
damning,10,sanctity.vice
pandemic,10,sanctity.vice
hooker,10,sanctity.vice
bm,10,sanctity.vice
infected,10,sanctity.vice
festered,10,sanctity.vice
marred,10,sanctity.vice
phlegmatic,10,sanctity.vice
divorce,10,sanctity.vice
viral,10,sanctity.vice
contagiously,10,sanctity.vice
plagued,10,sanctity.vice
repulsing,10,sanctity.vice
swears,10,sanctity.vice
drug,10,sanctity.vice
spoiled,10,sanctity.vice
cum,10,sanctity.vice
divorcing,10,sanctity.vice
wasted,10,sanctity.vice
divorced,10,sanctity.vice
contagious,10,sanctity.vice
